id,ticker,asset_name,entry_date,entry_price,initial_shares,remaining_shares,initial_stop,current_stop,atr14_at_entry,status,phase,last_checked_date,memo,archived
956ef5759b68,TGT,,2026-09-17,155.5,1,1,146.1267820085798,146.1267820085798,3.74928719656808,OPEN,STAGE_0,2026-09-18,,False
fc5c420b721f,NVDA,,2026-09-21,224.55,1,1,209.76080815269103,209.76080815269103,5.915676738923589,OPEN,STAGE_0,2026-09-20,,False
cdc8b3d951e4,AAPL,,2026-09-21,335.42,1,1,316.1682147216797,316.1682147216797,7.700714111328125,OPEN,STAGE_0,2026-09-20,,False
b298721f1121,JPM,,2026-09-21,351.28,1,1,333.77821799142015,333.77821799142015,7.000712803431919,OPEN,STAGE_0,2026-09-20,,False
